Goal,Offering_days,Coin_Num,Team_Size,Country_Region,Category_Num,Overall_Rating,Team_Rating,Product_Rating,Platform,Accepting_Currency_Num,Whitepaper,Video,Social_Media,GitHub,Team_LinkedIn,Team_Photos,CEO_Photo
1,77.0,10000000,9,Slovak Republic,4,2.1,0.0,0.0,1.0,1.0,1,1,0,0,0.56,1.0,0
0,15.0,0,16,India,3,2.3,0.0,0.0,1.0,1.0,1,1,0,1,0.0,0.0,0
1,7.0,52941177,10,Japan,2,2.1,0.0,0.0,1.0,1.0,1,0,0,0,0.0,1.0,0
0,67.0,318000000,10,New Caledonia,2,2.7,2.6,2.9,1.0,1.0,1,0,0,0,0.9,1.0,0
0,31.0,0,14,Japan,2,3.4,5.0,3.0,1.0,1.0,1,0,0,1,0.0,1.0,1
0,61.0,6000000,5,USA,4,1.7,1.5,1.8,1.0,1.0,1,0,0,0,1.0,1.0,1
1,79.0,250000000,12,Singapore,4,3.4,3.4,3.2,1.0,4.0,1,1,3,0,0.0,1.0,0
1,45.0,770,22,Cayman Island,4,4.5,4.8,4.4,1.0,1.0,1,1,0,0,0.94,1.0,1
0,30.0,80000000,15,France,3,3.3,4.0,4.6,1.0,1.0,1,1,0,1,1.0,1.0,0
1,77.0,1692000000,29,Gibraltar,1,3.5,4.2,2.7,1.0,1.0,1,1,0,1,0.21,1.0,0
1,28.0,275000000,38,Switzerland,2,3.6,4.4,2.9,1.0,1.0,1,1,3,0,0.95,0.97,0
1,3.0,46000000,13,Russia,4,3.8,4.0,4.1,1.0,2.0,1,1,2,0,0.85,0.92,1
0,57.0,42500000,3,Russia,3,2.0,2.0,1.0,1.0,1.0,1,0,0,0,0.0,1.0,0
1,49.0,1280000000,36,Singapore,1,4.5,4.6,4.5,1.0,2.0,1,1,2,1,0.83,1.0,1
0,44.0,30000000,7,Ukraine,1,2.4,3.0,2.7,1.0,2.0,1,1,0,0,0.0,1.0,1
1,85.0,3600000,7,Bulgaria,2,2.0,3.0,3.0,1.0,1.0,1,1,0,0,0.0,1.0,1
0,36.0,10000000,7,Poland,1,3.0,0.0,0.0,1.0,2.0,1,1,0,1,1.0,1.0,0
0,90.0,66000000,14,Russia,1,2.7,2.0,3.5,1.0,1.0,1,1,0,0,0.43,1.0,1
0,124.0,0,12,USA,2,2.6,4.0,5.0,1.0,2.0,1,1,0,0,0.5,1.0,1
0,39.0,0,12,USA,1,3.1,0.0,0.0,1.0,1.0,1,1,3,1,1.0,1.0,0
0,13.0,10000000,14,Germany,3,2.6,2.0,2.0,1.0,1.0,1,1,0,1,1.0,1.0,1
0,27.0,35,10,Singapore,2,2.2,1.0,1.0,1.0,3.0,1,0,0,1,0.0,1.0,0
1,149.0,1000000000,8,UK,2,2.0,1.0,1.0,1.0,1.0,1,0,0,1,0.75,1.0,0
1,49.0,100000000,18,Russia,1,3.9,4.4,4.4,0.0,4.0,1,1,2,1,0.06,1.0,0
0,59.0,72000000,7,Czech Republic,1,1.9,1.0,1.0,1.0,1.0,1,0,0,0,0.0,0.57,0
1,73.0,15700000,7,Russia,2,3.7,3.1,2.7,1.0,2.0,1,1,0,1,0.91,1.0,0
1,30.0,8800000,5,South Africa,2,2.4,2.0,3.0,1.0,1.0,1,1,0,1,0.6,1.0,0
0,51.0,7000000000,4,Thailand,3,2.0,0.0,0.0,1.0,1.0,1,0,1,0,0.0,1.0,0
0,30.0,67000000,20,Lithuania,2,3.2,4.0,3.5,1.0,1.0,1,1,0,1,0.95,1.0,0
1,30.0,15,19,Germany,1,4.6,5.0,4.6,1.0,1.0,1,1,0,1,0.56,0.89,0
0,28.0,50000000,13,UK,2,2.8,2.8,2.7,1.0,1.0,1,1,0,0,0.08,1.0,1
0,35.0,44000000,11,UK,5,1.9,0.0,0.0,0.0,1.0,1,1,0,0,0.64,0.45,1
1,53.0,100000000,16,Turkey,3,3.9,5.0,4.0,1.0,1.0,1,1,0,1,1.0,1.0,1
1,45.0,10000000,3,Dubai,1,2.0,0.0,0.0,1.0,2.0,1,0,0,0,0.0,1.0,0
0,12.0,0,7,Japan,2,2.1,0.0,0.0,1.0,1.0,1,0,0,0,0.43,1.0,0
0,30.0,21000000,8,Malta,1,2.9,2.0,2.0,1.0,3.0,1,1,0,0,1.0,1.0,1
0,31.0,0,3,USA,2,2.3,0.0,0.0,0.0,1.0,1,0,0,0,0.0,1.0,0
1,91.0,2500000000,10,UK,3,2.9,0.0,0.0,1.0,4.0,1,1,0,0,0.9,1.0,1
1,98.0,28200000,7,Spain,4,3.5,3.8,2.8,1.0,1.0,1,1,3,1,0.86,1.0,0
0,61.0,3500000,11,USA,1,3.2,3.7,3.3,1.0,4.0,1,1,0,0,0.91,1.0,1
0,71.0,15000000,6,Curacao,1,2.1,0.0,0.0,1.0,1.0,1,0,0,0,0.17,1.0,0
1,6.0,504000000,27,Singapore,3,4.1,3.9,3.6,1.0,3.0,1,1,3,1,1.0,1.0,1
1,31.0,92233720,16,USA,5,3.4,3.3,3.4,0.0,4.0,1,1,2,1,0.81,0.94,1
0,99.0,0,10,Singapore,3,1.3,2.0,2.0,0.0,2.0,1,0,0,0,0.0,0.0,0
0,28.0,400000000,2,Czech Republic,6,1.6,0.0,0.0,1.0,1.0,1,0,0,0,0.5,1.0,1
0,30.0,8000000,14,USA,1,2.3,2.0,1.0,1.0,1.0,1,1,0,0,0.0,1.0,0
1,36.0,150720000,11,Estonia,2,3.0,0.0,0.0,0.0,1.0,1,1,0,0,0.45,1.0,1
0,29.0,0,7,Russia,1,2.0,0.0,0.0,1.0,1.0,0,1,0,0,0.29,1.0,0
1,92.0,693000000,37,Russia,2,3.6,3.9,3.3,0.0,2.0,1,1,0,1,0.43,1.0,0
0,55.0,21750000,13,British Virgin Islands,4,3.1,2.0,2.0,1.0,1.0,1,1,0,1,0.0,1.0,0
0,54.0,0,8,South Africa,2,3.0,4.0,5.0,1.0,6.0,1,1,0,1,1.0,1.0,0
1,30.0,500000000,16,USA,3,2.3,3.2,2.0,1.0,1.0,1,1,0,1,0.06,1.0,0
0,106.0,29750000,11,Latvia,2,3.3,0.0,0.0,1.0,5.0,1,1,0,1,0.0,0.0,0
1,71.0,950000000,19,South Africa,2,3.6,4.0,3.9,1.0,2.0,1,1,0,1,0.68,1.0,0
1,29.0,80000000,6,Estonia,2,3.3,0.0,0.0,1.0,2.0,1,0,0,0,1.0,1.0,0
1,28.0,20000000000,23,UK,2,3.7,3.6,3.8,1.0,1.0,1,1,0,0,0.96,1.0,1
0,31.0,10000000,4,Singapore,3,3.0,1.7,3.3,1.0,5.0,1,1,0,0,1.0,1.0,1
0,62.0,0,9,USA,3,2.6,3.0,3.0,1.0,1.0,1,1,0,1,0.89,1.0,0
1,11.0,240,8,Singapore,2,2.9,0.0,0.0,1.0,1.0,1,0,1,1,0.0,1.0,0
1,41.0,3500000,32,Estonia,7,2.4,3.3,3.1,1.0,3.0,1,1,0,0,0.38,1.0,1
0,91.0,0,12,Estonia,2,3.6,0.0,0.0,1.0,1.0,1,1,0,1,0.0,1.0,0
1,30.0,400000000,18,Cayman Island,2,4.1,4.4,3.9,1.0,3.0,1,1,0,0,1.0,1.0,1
1,66.0,36000000,10,Ukraine,2,2.2,1.0,1.0,0.0,4.0,1,1,0,0,0.6,1.0,1
0,20.0,1900000,4,Peru,1,4.1,0.0,0.0,1.0,1.0,1,1,0,1,1.0,1.0,0
1,31.0,100000000,12,Mexico,2,3.0,3.5,2.7,1.0,1.0,1,1,0,0,1.0,1.0,1
0,30.0,200000000,8,France,2,2.6,2.7,2.7,1.0,1.0,1,1,0,1,1.0,1.0,0
1,30.0,230400000,10,Estonia,3,4.0,4.6,3.6,1.0,1.0,1,1,0,1,1.0,1.0,1
0,45.0,150000000,11,Czech Republic,3,2.6,0.0,0.0,1.0,2.0,1,0,0,1,0.73,1.0,0
0,30.0,270000000,9,Netherland,1,1.8,1.3,1.7,1.0,1.0,1,0,0,0,0.0,1.0,0
0,28.0,1000000,4,USA,1,2.4,0.0,0.0,0.0,1.0,1,0,0,0,1.0,1.0,0
1,89.0,10000000,5,UK,2,3.4,0.0,0.0,1.0,1.0,1,1,0,0,1.0,0.8,1
0,31.0,0,8,Brazil,1,1.9,0.0,0.0,0.0,1.0,1,0,0,1,0.0,1.0,0
1,7.0,100000000,6,Singapore,3,3.1,4.0,5.0,0.0,1.0,1,1,3,1,1.0,1.0,0
0,14.0,500000,4,Russia,1,1.9,3.0,2.0,1.0,2.0,1,0,0,0,0.0,1.0,0
1,31.0,20271000,21,Czech Republic,15,4.2,4.3,4.1,1.0,2.0,1,1,0,1,0.85,1.0,0
1,14.0,10000000,14,Russia,2,2.8,0.0,0.0,1.0,3.0,1,1,0,0,0.0,1.0,0
0,29.0,50000000000,11,Nigeria,10,3.9,0.0,0.0,1.0,1.0,1,1,2,0,1.0,1.0,1
0,22.0,0,4,USA,4,2.3,0.0,0.0,1.0,1.0,1,0,2,1,0.75,0.0,0
1,50.0,7000000000,3,UK,1,1.8,1.0,1.0,1.0,1.0,0,0,0,0,0.0,1.0,0
0,4.0,35000000,9,Thailand,4,2.4,4.0,3.0,1.0,1.0,1,1,0,0,1.0,1.0,0
0,61.0,1,17,New Zealand,7,2.8,0.0,0.0,1.0,2.0,1,0,0,1,0.59,1.0,0
1,13.0,24157817,13,Malta,6,4.2,4.7,4.1,1.0,1.0,1,1,0,0,1.0,1.0,1
1,31.0,750000000,17,Spain,4,4.5,4.7,4.4,1.0,3.0,1,1,0,1,0.0,0.0,0
0,44.0,550000000000,5,Canada,1,2.5,0.0,0.0,1.0,1.0,1,0,0,0,0.8,1.0,0
0,120.0,140000000,8,Cyprus,1,3.2,4.0,4.0,1.0,1.0,1,1,0,1,1.0,1.0,1
1,15.0,168000000,7,Singapore,2,3.5,2.9,3.2,1.0,2.0,1,1,1,0,1.0,1.0,0
1,32.0,101000000,4,Singapore,2,3.6,4.5,4.2,1.0,1.0,1,1,0,0,0.75,1.0,0
0,21.0,360000000,34,Luxembourg,4,2.6,3.0,3.0,0.0,1.0,1,0,0,0,0.88,1.0,1
1,28.0,27000000,5,France,5,2.4,0.0,0.0,1.0,1.0,1,1,0,0,1.0,1.0,1
0,87.0,0,15,Australia,1,1.8,0.0,0.0,1.0,1.0,1,1,0,0,0.0,1.0,0
0,31.0,10000000,7,Lithuania,2,1.6,0.0,0.0,1.0,1.0,0,0,0,0,0.71,1.0,0
0,33.0,210000000,12,USA,3,4.5,5.0,4.8,1.0,1.0,1,1,0,1,1.0,1.0,0
1,68.0,254000000,18,Singapore,8,3.4,0.0,0.0,1.0,3.0,1,1,0,0,0.83,1.0,0
0,26.0,3038234,7,Netherland,1,2.5,0.0,0.0,1.0,1.0,1,1,0,0,1.0,1.0,0
0,92.0,300000000,4,USA,1,1.8,0.0,0.0,0.0,1.0,1,1,0,0,0.0,1.0,0
0,30.0,298000000,6,Russia,1,1.6,0.0,0.0,1.0,1.0,0,0,0,0,0.0,1.0,0
1,93.0,500000000,14,UK,1,3.1,4.0,3.6,0.0,1.0,1,1,0,0,0.93,1.0,0
1,60.0,256250000,18,UK,3,3.6,3.2,3.6,1.0,1.0,1,1,3,1,0.5,0.94,0
0,28.0,12000000,2,Afghanistan,1,1.7,2.0,2.5,1.0,1.0,1,0,0,0,0.0,1.0,0
1,30.0,750000000,2,Indonesia,3,2.3,0.0,0.0,1.0,1.0,1,0,0,0,1.0,1.0,0
1,43.0,4,16,Netherland,2,3.3,0.0,0.0,1.0,2.0,1,0,0,0,0.94,0.88,0
1,25.0,9500000,16,Switzerland,1,3.5,4.4,3.7,1.0,2.0,1,1,0,1,1.0,1.0,0
1,28.0,336600000,21,Lithuania,2,4.0,4.1,3.5,1.0,1.0,1,1,0,1,0.67,1.0,0
0,31.0,90000000,18,Singapore,3,2.1,0.0,0.0,1.0,1.0,1,0,0,0,0.0,0.94,0
0,16.0,250000000,16,Singapore,1,3.6,5.0,3.0,1.0,1.0,1,1,3,0,1.0,1.0,0
1,76.0,350000000,12,Mexico,1,4.2,4.5,4.7,1.0,1.0,1,1,0,1,1.0,0.91,1
0,29.0,0,7,Romania,1,1.9,0.0,0.0,1.0,1.0,1,0,0,0,1.0,0.86,0
1,29.0,100000000,12,France,2,3.5,3.8,3.2,1.0,1.0,1,1,3,1,1.0,1.0,0
0,17.0,3000000,4,USA,2,1.4,0.0,0.0,0.0,1.0,1,1,0,0,0.0,0.0,0
1,31.0,200,5,USA,4,3.0,1.0,1.0,1.0,1.0,1,0,3,0,0.4,1.0,0
0,76.0,0,4,USA,2,1.3,0.0,0.0,1.0,1.0,1,0,0,0,1.0,1.0,0
0,27.0,1000000000,13,Switzerland,2,1.8,0.0,0.0,1.0,2.0,1,0,0,0,0.85,1.0,0
1,40.0,481500000,24,British Virgin Islands,1,2.8,2.9,2.6,1.0,4.0,1,1,0,1,0.83,1.0,1
0,30.0,80000000,5,UAE,1,2.5,0.0,0.0,1.0,1.0,1,0,0,1,1.0,1.0,0
1,31.0,600000000,4,USA,5,3.1,2.3,2.1,1.0,1.0,1,1,0,1,1.0,1.0,1
1,28.0,20,6,UK,2,3.1,0.0,0.0,0.0,4.0,1,1,3,1,0.33,1.0,0
0,60.0,1000000000,3,USA,4,2.6,0.0,0.0,1.0,3.0,1,1,0,0,1.0,1.0,0
0,5.0,9100000,5,Spain,3,2.8,0.0,0.0,0.0,1.0,1,0,0,0,1.0,1.0,0
0,20.0,109923077,8,Gibraltar,2,2.7,3.0,2.8,1.0,1.0,1,0,0,1,1.0,1.0,1
1,62.0,100000000000,25,USA,4,4.2,4.3,4.1,1.0,1.0,1,1,0,1,1.0,1.0,1
0,52.0,84000000,12,Russia,1,3.1,2.0,4.0,1.0,3.0,1,1,2,1,0.0,1.0,0
0,74.0,8000000,18,Russia,2,2.3,1.0,1.0,1.0,1.0,1,0,0,1,0.0,1.0,1
0,32.0,85000000,7,USA,4,1.6,0.0,0.0,1.0,1.0,0,0,0,0,0.0,1.0,0
1,46.0,4453135,27,Norway,1,4.1,4.5,4.6,1.0,1.0,1,1,0,1,1.0,1.0,0
1,30.0,7000000,6,Russia,4,2.7,2.0,3.0,1.0,2.0,1,0,0,0,1.0,1.0,0
1,30.0,50000000,16,Cyprus,6,4.3,4.4,4.2,1.0,5.0,1,1,2,0,0.38,0.94,1
1,28.0,10000000,16,Israel,2,3.0,3.4,2.6,1.0,1.0,1,1,3,1,0.88,1.0,1
0,14.0,72000000,6,Russia,2,2.7,2.5,3.1,1.0,1.0,1,1,0,0,0.0,1.0,0
1,30.0,63000000,8,USA,2,2.3,0.0,0.0,1.0,5.0,1,0,0,0,1.0,1.0,0
0,30.0,0,5,Israel,1,1.9,2.6,2.0,0.0,3.0,1,0,0,0,0.0,0.8,0
1,6.0,500000000,15,USA,2,2.5,0.0,0.0,1.0,1.0,1,1,3,1,0.0,1.0,1
0,45.0,1500000,9,Russia,5,1.7,1.7,1.0,1.0,1.0,1,1,0,0,0.0,1.0,1
0,91.0,0,4,USA,1,1.2,1.0,1.0,1.0,1.0,1,0,0,0,0.0,1.0,1
0,29.0,60000000,9,USA,2,2.4,2.9,3.5,1.0,1.0,1,1,0,0,1.0,1.0,0
1,127.0,500000000,17,Belize,3,3.1,3.0,2.0,1.0,2.0,1,1,3,0,0.65,1.0,0
0,13.0,7500000,4,Gibraltar,2,2.1,3.2,2.6,1.0,1.0,0,0,0,0,0.0,1.0,0
0,60.0,4000000,2,Nigeria,3,2.2,3.0,3.0,1.0,1.0,1,1,0,0,0.0,1.0,1
0,7.0,120000000,13,Slovenia,1,2.7,3.0,3.0,1.0,2.0,1,1,0,0,0.92,0.92,1
1,28.0,6000000000,34,Germany,4,3.6,4.1,3.0,1.0,4.0,1,1,2,1,0.88,1.0,1
0,31.0,38175000,6,Russia,2,2.3,2.0,2.0,1.0,1.0,1,1,0,0,1.0,1.0,0
1,11.0,650000000,21,Estonia,2,4.2,4.7,3.8,1.0,1.0,1,1,2,0,1.0,1.0,1
0,151.0,34020000,4,USA,1,2.0,0.0,0.0,0.0,2.0,1,1,0,0,0.0,1.0,1
1,36.0,500000000,16,South Korea,2,3.7,4.2,3.1,1.0,1.0,1,1,0,1,1.0,1.0,1
1,42.0,55000000,5,USA,7,1.6,1.0,1.0,1.0,1.0,1,0,0,0,0.8,0.0,0
1,133.0,500000000,10,USA,2,3.2,3.9,3.2,0.0,6.0,1,0,0,1,1.0,1.0,0
0,32.0,0,10,India,2,3.3,4.0,3.0,1.0,2.0,1,1,0,0,1.0,1.0,0
1,0.0,400230000,37,Japan,2,3.8,4.2,3.8,1.0,1.0,1,1,3,1,0.0,1.0,1
1,0.0,10000000,10,Germany,1,3.5,5.0,3.0,1.0,1.0,1,1,3,0,0.0,1.0,0
0,30.0,60000000,12,Russia,2,2.1,0.0,0.0,1.0,1.0,1,1,0,0,0.25,1.0,0
0,20.0,420000000,1,USA,6,3.3,0.0,0.0,1.0,1.0,1,1,0,1,1.0,1.0,0
0,77.0,7000000,1,USA,4,2.1,0.0,0.0,1.0,2.0,1,1,0,0,1.0,1.0,0
0,20.0,75000000,14,British Virgin Islands,3,2.5,3.0,2.0,1.0,9.0,1,1,0,0,0.36,1.0,0
0,28.0,200000000,15,UK,2,2.1,3.0,1.0,1.0,5.0,1,0,0,1,0.33,1.0,0
1,95.0,100,6,British Virgin Islands,4,2.4,0.0,0.0,1.0,2.0,1,1,0,0,0.0,1.0,0
1,189.0,10000000,3,Marshall Islands,3,3.0,3.0,3.0,1.0,2.0,1,0,3,1,0.0,1.0,1
0,44.0,2000000,1,Sweden,3,2.1,2.0,3.0,1.0,1.0,1,1,0,0,1.0,1.0,1
1,77.0,500000000,12,UK,2,3.2,4.0,4.0,1.0,4.0,1,1,0,0,1.0,1.0,0
0,8.0,0,11,Singapore,4,2.5,4.0,4.0,1.0,1.0,1,0,0,0,0.0,1.0,0
0,70.0,2000000000,6,UAE,3,1.9,0.0,0.0,1.0,1.0,1,0,0,1,0.0,1.0,0
0,84.0,31000000,2,Germany,2,2.2,2.0,2.0,1.0,1.0,1,0,0,0,1.0,1.0,1
0,14.0,150000000,12,UK,1,2.9,3.4,2.4,1.0,1.0,1,1,0,1,1.0,1.0,0
0,9.0,0,9,Switzerland,3,2.7,3.0,2.3,1.0,2.0,1,1,0,1,1.0,1.0,0
0,56.0,27500000,9,Lithuania,1,2.4,0.0,0.0,1.0,1.0,1,0,0,0,0.44,1.0,0
1,2.0,40000000,7,USA,7,3.1,3.1,2.5,1.0,1.0,1,0,0,1,1.0,0.71,0
1,17.0,105000000,5,Cayman Island,1,3.3,3.0,4.6,1.0,3.0,1,0,0,1,1.0,1.0,1
1,31.0,100000000,6,Russia,2,2.6,0.0,0.0,1.0,3.0,1,1,0,0,0.5,1.0,0
1,1.0,750000,6,Switzerland,1,2.3,0.0,0.0,0.0,1.0,1,0,2,0,1.0,1.0,0
0,10.0,0,4,UK,1,1.3,0.0,0.0,0.0,1.0,0,0,0,1,0.5,1.0,0
1,59.0,98000000,13,Seychelles,2,2.9,0.0,0.0,1.0,3.0,1,0,0,0,0.23,1.0,0
1,29.0,217500000,14,Singapore,2,3.9,4.0,3.9,1.0,2.0,1,1,0,1,1.0,1.0,0
0,54.0,20000000,5,Singapore,4,2.3,0.0,0.0,1.0,1.0,1,1,0,1,0.0,1.0,1
0,30.0,12000000,9,Estonia,6,3.1,3.0,4.0,1.0,1.0,1,1,0,0,1.0,1.0,1
0,120.0,12400786,11,UAE,1,2.5,2.0,1.0,0.0,1.0,1,0,3,1,0.64,1.0,0
1,46.0,150000000,27,Singapore,4,4.0,4.3,4.0,1.0,1.0,1,1,0,1,0.88,1.0,0
0,182.0,100000000,5,USA,2,1.8,2.0,1.8,1.0,1.0,1,0,0,0,0.0,1.0,1
0,40.0,1200000000,6,USA,4,2.4,0.0,0.0,1.0,2.0,1,1,1,1,0.67,0.0,0
1,60.0,22600000000000000,8,British Virgin Islands,3,2.8,0.0,0.0,1.0,1.0,1,1,0,1,0.0,1.0,1
0,30.0,0,10,Russia,1,2.1,2.6,2.0,1.0,1.0,1,1,0,1,0.0,1.0,0
1,31.0,220000000,12,Mauritius,2,3.6,4.5,2.6,1.0,2.0,1,1,3,1,0.42,0.92,0
1,30.0,1510000000,27,Gibraltar,6,3.8,4.2,3.7,1.0,1.0,1,1,2,1,0.93,0.89,0
1,42.0,1000000000,14,South Korea,4,3.1,3.0,3.2,0.0,3.0,1,1,3,1,0.86,1.0,0
0,30.0,74,5,UK,1,2.4,0.0,0.0,1.0,1.0,1,0,0,0,0.0,1.0,1
0,88.0,40,9,India,1,2.5,0.0,0.0,1.0,2.0,1,0,0,1,1.0,1.0,0
1,30.0,730000000,26,UK,3,4.4,4.6,4.5,1.0,2.0,1,1,0,1,0.96,1.0,0
0,61.0,27000000,12,India,1,3.4,3.4,3.5,1.0,2.0,1,1,0,1,1.0,1.0,0
0,49.0,35000000,4,Russia,2,1.6,1.0,2.0,0.0,3.0,1,0,0,0,0.0,1.0,0
1,63.0,18565200,2,USA,1,1.8,0.0,0.0,1.0,1.0,1,1,3,0,0.0,1.0,1
0,90.0,100000000,1,USA,1,1.5,1.0,1.0,0.0,1.0,1,0,0,1,1.0,0.0,0
0,28.0,1500000,8,Russia,4,2.1,4.0,3.0,1.0,1.0,1,0,0,0,0.25,1.0,1
0,30.0,75000000,8,USA,4,3.0,4.0,4.0,1.0,1.0,1,0,0,0,1.0,0.0,1
0,3.0,800000000,21,UK,4,2.1,0.0,0.0,0.0,3.0,1,0,0,0,0.81,1.0,0
0,17.0,240,10,Indonesia,5,2.3,0.0,0.0,0.0,1.0,1,0,0,0,1.0,1.0,1
0,6.0,6500000000,13,UK,3,3.7,3.8,3.2,1.0,2.0,1,1,0,1,0.77,1.0,0
0,31.0,9000000,4,Virgin Islands,1,1.8,1.0,3.5,1.0,2.0,0,1,0,0,0.0,0.0,0
0,30.0,108000000,14,Belgium,4,4.1,3.5,4.2,1.0,1.0,1,1,1,1,1.0,1.0,0
0,32.0,15000000,4,France,2,2.4,3.0,3.0,1.0,1.0,1,0,0,0,0.25,1.0,0
0,28.0,32000000,11,Australia,5,2.4,0.0,0.0,1.0,1.0,1,1,0,0,0.64,1.0,1
1,19.0,650000000,18,Estonia,7,3.1,2.9,2.5,0.0,1.0,1,1,0,0,1.0,1.0,1
0,21.0,160000000,3,Netherland,1,1.6,2.0,1.5,1.0,1.0,0,0,0,1,0.0,1.0,0
1,14.0,600000000,11,Australia,2,4.0,4.0,4.5,1.0,1.0,1,1,1,0,1.0,1.0,0
1,31.0,100000000,18,USA,1,3.6,5.0,4.0,1.0,1.0,1,1,3,0,0.0,1.0,1
1,49.0,60000000,12,UK,1,3.7,3.7,3.9,1.0,5.0,1,1,0,0,0.92,1.0,0
0,70.0,109609500,12,USA,1,1.8,1.0,1.0,1.0,2.0,1,0,0,0,0.67,1.0,0
0,22.0,45000000,7,Sweden,3,1.9,1.0,2.0,0.0,3.0,1,1,0,0,0.0,0.0,1
0,132.0,0,22,USA,2,2.5,3.0,4.0,0.0,4.0,1,1,2,0,1.0,1.0,0
1,70.0,500000000,4,Netherland,1,2.5,5.0,4.0,0.0,1.0,1,0,3,0,1.0,1.0,1
0,35.0,0,10,France,3,2.5,0.0,0.0,1.0,1.0,1,0,0,1,0.0,1.0,0
0,90.0,70000000,10,UK,2,2.0,0.0,0.0,1.0,2.0,1,0,0,0,0.0,1.0,1
0,42.0,600000000,7,Italy,1,2.6,2.0,2.5,1.0,1.0,1,0,0,0,0.86,1.0,0
1,30.0,250000000,18,USA,5,3.3,3.8,3.1,1.0,3.0,1,1,0,0,0.72,1.0,1
0,95.0,35000000,18,Panama,3,4.2,4.5,4.1,1.0,2.0,1,1,0,1,1.0,1.0,0
1,98.0,200000000,10,USA,1,3.1,5.0,5.0,1.0,2.0,1,1,3,0,0.7,1.0,1
1,31.0,54300000,14,Singapore,3,3.6,3.7,1.7,1.0,2.0,1,1,3,1,1.0,1.0,0
1,35.0,150000000,31,British Virgin Islands,2,3.9,4.1,4.1,1.0,2.0,1,1,0,0,0.88,1.0,1
0,88.0,0,9,Ukraine,2,3.2,3.0,3.0,1.0,1.0,1,1,0,1,1.0,1.0,1
1,45.0,40000000,8,Canada,1,2.7,2.0,1.0,0.0,1.0,1,1,0,0,0.88,1.0,0
1,30.0,20000000,16,China,2,4.1,5.0,5.0,0.0,1.0,1,1,3,1,0.0,1.0,0
0,22.0,0,10,Ecuador,6,2.3,3.5,2.0,1.0,2.0,1,0,0,1,1.0,1.0,0
1,98.0,45000000,21,British Virgin Islands,14,4.0,4.3,3.7,1.0,3.0,1,1,0,1,0.95,1.0,1
1,62.0,481302774,15,Russia,2,3.2,4.0,3.4,1.0,1.0,1,1,3,1,0.87,1.0,1
0,92.0,440000000,16,India,1,2.7,3.0,3.0,1.0,1.0,1,0,0,1,0.63,1.0,0
0,28.0,0,3,USA,2,2.3,0.0,0.0,0.0,2.0,1,1,0,0,1.0,1.0,0
1,58.0,474500000,38,Thailand,4,4.3,5.0,4.0,0.0,2.0,1,1,1,1,0.5,1.0,0
0,21.0,450000000,5,Romania,1,2.1,0.0,0.0,1.0,1.0,1,1,0,1,0.0,0.0,0
0,56.0,150000000,6,Italy,3,3.1,3.0,2.0,1.0,3.0,1,0,0,1,1.0,1.0,1
0,65.0,2100000,7,Switzerland,2,2.4,0.0,0.0,0.0,4.0,1,1,0,1,0.0,1.0,0
0,21.0,500000,6,USA,2,2.5,0.0,0.0,1.0,1.0,1,1,0,0,1.0,1.0,1
0,27.0,500000000,39,Russia,7,3.4,4.1,3.2,1.0,4.0,1,1,0,1,0.85,1.0,0
0,41.0,58000000,8,Ukraine,1,2.5,2.7,2.4,1.0,1.0,1,1,0,0,0.25,1.0,0
0,59.0,0,4,UK,3,1.5,2.0,1.0,1.0,3.0,1,0,0,0,0.0,0.75,0
0,31.0,600000000,3,Switzerland,1,2.9,0.0,0.0,1.0,2.0,1,1,0,1,1.0,1.0,0
0,29.0,1500000,5,Cyprus,2,2.1,0.0,0.0,0.0,5.0,1,1,0,0,0.0,1.0,0
0,44.0,22500000,12,Russia,1,2.8,4.0,3.0,1.0,4.0,1,0,0,0,0.0,1.0,0
0,12.0,200000000,6,UAE,2,3.0,0.0,0.0,1.0,2.0,1,0,1,0,1.0,1.0,1
0,29.0,65000000,6,Estonia,3,2.7,3.0,2.0,1.0,1.0,1,1,0,0,1.0,1.0,1
0,45.0,0,4,France,1,2.1,0.0,0.0,1.0,1.0,1,0,0,0,1.0,1.0,0
